company,frequency,recency,monetary,low_hp,medium_hp,high_hp,sport_car,old_,medium_old,medium_new,new_,low_mileage,medium_low_mileage,medium_high_mileage,high_mileage,less_3k,_3k_6k_,_6k_10k_,_10k_15k_,_15k_,profit_per_car
KOVÁCS TÍMEA,6,5,8,18,2,0,0,15,5,0,0,2,4,13,1,3,14,2,1,0,702.4
"Automaxs, Inh. Ulf Hörning",2,7,4,0,3,0,0,1,1,1,0,0,0,2,1,1,1,0,1,0,627.3333333333334
AUTO ROMAR B.V.,3,3,9,2,3,1,0,0,0,1,6,6,0,0,0,0,0,1,1,4,802.5
Miroslav Vojtěch,1,9,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,793.0
Bookholt Automobiel,2,7,7,0,0,2,1,0,1,1,1,0,3,0,0,0,0,0,1,2,694.6666666666666
Car-Trade Helmut Klein & Rolf Hinnen; KlG,1,7,5,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,403.5
"Auto Centrum Moegeldorf, Inh. Caranovic Djordje",6,3,10,4,23,0,0,0,0,8,25,27,0,0,0,0,0,0,14,13,1041.5925925925926
carrosserie glinatsi,3,5,3,4,1,0,0,3,2,0,0,1,4,0,0,5,0,0,0,0,217.8
ALEXAUTO RULATE SRL,2,9,4,1,2,0,0,0,2,1,0,0,2,1,0,1,2,0,0,0,418.0
KONUNG d.o.o.,1,9,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,276.0
PÉS ASSENTES NA TERRA LDA,1,9,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,616.0
GO trans s.r.o.,1,8,3,0,2,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,577.5
Auto Edition,2,10,6,2,1,0,0,0,0,2,2,2,1,0,0,0,1,0,1,1,1279.0
AFOI PAPACHRISTOU OE,2,6,6,0,4,0,0,0,0,4,2,0,3,1,0,0,0,3,1,0,948.75
CLEAN PROG,3,7,7,0,2,2,1,0,2,3,0,0,0,5,0,0,0,1,3,1,1021.6
"GP-Autoservice & US-Car Parts, Inh. Gernot Plitt",3,5,6,0,6,1,0,5,1,1,1,1,4,2,0,3,3,0,0,1,565.2857142857143
AS KAPAC D.O.O.,1,7,5,0,2,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,523.0
Angelo Todaro (@HOME CONSULTING),3,10,9,2,6,0,0,0,0,1,7,8,0,0,0,0,0,2,1,5,82.25
NV CARFIDENCE,4,7,10,1,8,3,0,0,0,0,12,12,0,0,0,0,0,0,1,11,1309.0
MM-GROUP Marcin Masłocha,3,1,5,1,7,1,0,5,4,0,0,0,0,4,5,5,4,0,0,0,580.2222222222222
"Autohaus Köttel, Inh. Bernd Köttel",1,10,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,765.5
CAR MAX 1 LTD,2,9,3,1,2,0,0,2,1,0,0,0,0,1,2,2,1,0,0,0,624.0
SB AUTO,1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,116.0
DRISMPIOTIS NIKOLAOS THOMAS,1,8,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,191.0
Tassilo Wenzel,1,10,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1076.0
Autohaus Ahrens GmbH & Co. KG,2,10,7,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,917.75
"Autohof Donaueschingen, Inh. Gökhan Öztürk",1,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,479.0
Driven Automotive,2,6,6,1,2,1,0,0,2,2,1,1,3,0,0,0,1,1,1,1,482.5
"Automarkt Lauterbach, Inh. Akkus Yakup",5,3,5,9,6,0,0,12,3,0,0,0,13,2,0,15,0,0,0,0,433.0
YUME M  EOOD,2,7,5,0,4,0,0,2,2,0,0,0,3,1,0,1,0,3,0,0,1181.0
Tarkin OÜ,1,9,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1021.0
AUTOMOBILE RULATE S.R.L.,2,10,5,1,3,0,0,0,1,2,1,0,2,2,0,0,2,0,2,0,947.5
GARAGE LEBOEUF,1,10,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,556.0
SARL R.D.B.,1,9,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,756.0
Auto Schrader Gmbh - Bochum,1,10,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1233.0
K&B Fahrzeughandel GbR,2,5,5,1,3,0,0,2,2,0,0,1,3,0,0,1,1,2,0,0,508.25
LR GROUP S.R.L.,1,10,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,330.0
FRANCE PREFABRICATE S.R.L.,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,325.0
STAVCENTRUM TV s.r.o.,1,5,6,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,341.0
B.R.C,1,10,4,0,2,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,1055.0
Autogalerij Brabant,6,1,9,9,14,0,0,0,17,6,0,3,12,8,0,0,8,14,1,0,834.1739130434783
JW CLUB S.R.L.,1,8,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1463.0
Your Car - Casque d'or bvba,1,7,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2768.0
DEWOLF OCCAZ,2,9,7,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,614.0
"Auto Eleganz, Inh. Tom Hirsch",1,7,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,279.0
"Automobile Alsaleh, Inh. Emad Alsaleh",1,8,3,2,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,424.0
"Autohaus Granata, Inh. Guiseppe Granata",3,7,8,5,3,0,0,1,3,2,2,5,3,0,0,0,2,4,1,1,755.5
BULINV EOOD,1,8,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,495.0
GOLD TRADE EOOD,2,10,7,0,0,2,2,1,0,3,2,0,0,2,2,1,0,0,1,2,-137.25
Garage Auenheim,6,3,9,1,19,2,1,0,16,7,0,2,21,0,0,0,2,13,7,1,942.6521739130435
JAIME JOAQUIM FERREIRA SILVA,3,7,7,5,1,0,0,0,0,3,3,3,2,1,0,0,2,0,4,0,574.0
AUTO BENSCHOP DRACHTEN B.V.,5,6,8,0,15,0,0,0,8,7,0,0,15,0,0,0,8,7,0,0,728.6
AUTO LONDEN DE MEERN B.V.,4,7,9,2,9,0,0,0,5,6,1,4,7,0,0,0,0,4,5,2,999.3636363636364
SAS DL AUTOMOBILES,3,10,7,6,2,0,0,1,0,7,0,3,5,0,0,0,3,5,0,0,366.75
"FIRMA USŁUGOWO-HANDLOWA ""SOLANO"" BROWARNIK MIROSŁAW",1,10,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,788.0
Wenk GmbH,5,3,9,5,9,1,0,0,10,3,2,5,8,2,0,0,9,3,2,1,813.6666666666666
"DK AUTOS, MONSIEUR KAMIL BAKOYAN",3,4,4,3,2,0,0,1,3,1,0,0,1,3,1,3,1,1,0,0,279.0
CHRIS CAR RENT S.R.L.S.,1,7,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,-200.0
Bernd Gippert,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,397.0
''FITIMI'' SH.P.K.,1,5,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,724.0
KL Automobile,1,9,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3004.0
Autobedrijf SAS,1,8,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,240.0
CAR SALES SIME S.R.L.,1,9,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,305.0
AUTO SALLON FISNIKU L.L.C.,3,8,5,2,4,0,0,0,3,3,0,0,0,3,3,2,0,4,0,0,900.1666666666666
Pohomii Ihor,1,9,3,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,490.0
Autohaus Butz & Muehlbach GmbH,3,9,8,3,1,1,0,0,0,1,5,5,0,0,0,0,0,0,3,2,1170.8
CARCLOCK SL,3,7,9,0,5,3,1,1,2,5,1,1,1,5,2,0,2,1,4,2,789.8888888888889
NADAN AUTO SRL,1,6,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,673.0
OIKONOMOY GEORGIOS KONSTANTINOS || ECON CARS,1,10,3,1,1,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,752.5
"Automobile Sahbaz, Inh. Adnan Sahbaz",1,9,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1582.0
RAFAŁ KORDUS AUTO-RAF,6,6,9,1,21,0,0,0,18,4,0,0,4,14,4,2,12,6,2,0,614.3181818181819
C+H Autocenter GbR,3,8,8,8,0,0,0,0,2,4,4,8,0,0,0,0,1,1,6,0,958.25
"MARCOSCAR, S.A.",3,9,9,1,7,0,0,0,0,7,2,0,4,4,0,0,0,2,3,3,604.0
SARL AVM AUTO,3,8,5,0,5,0,0,1,0,4,0,2,3,0,0,1,1,2,1,0,689.6
"UAB ""Apauta""",2,8,4,1,3,0,0,1,2,1,0,0,0,1,3,1,2,1,0,0,575.25
Zdeněk Přibyl,1,7,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,326.0
SASU TESSIER AUTOMOBILE,3,1,9,0,5,0,1,0,2,2,2,4,2,0,0,0,0,0,3,3,1130.0
CARROZZERIA BERGAMASCA S.N.C. DI LONGHI ANDREA E FABIO E C.,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1655.0
"Auto F1 M CHIUSA, SALVATORE",1,10,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,961.0
SUR MESURE AUTOMOBILES,1,10,7,0,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1037.0
Sia Baltic Car Invest,3,7,3,1,5,0,0,5,1,0,0,0,0,2,4,6,0,0,0,0,327.1666666666667
Ing. Katarína Hudáková,1,6,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,385.0
CMV d.o.o.,3,1,5,3,3,0,0,0,3,3,0,0,2,4,0,2,1,3,0,0,729.1666666666666
AUTO SALLONI KAÇANIKU SH.P.K.,1,10,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1941.0
SMG AUTO RIDE SHARING S.R.L.,1,10,5,0,2,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,902.0
SZOFI-AUTÓ KFT,1,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,284.0
"irmak-Cars, Inh. Taner Irmak",1,10,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,311.0
"RZ Automobile Zimmermann, Inh. Roland Zimmermann",1,8,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,593.0
Autohaus am Spitzacker GmbH,4,7,9,11,3,0,0,0,0,4,12,14,0,0,0,0,0,0,10,5,945.0
FIRMA HANDLOWO-USŁUGOWA KATARZYNA CZAPSKA,1,9,2,2,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,288.5
"Autohaus Björn Pfeiffer, Inh. Björn Pfeiffer",1,8,5,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,475.5
"Auto Stolz, Ihn. Clemens Stolz",1,10,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,247.0
"Auto World, Inh. Dmitri Zirk",1,4,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,781.0
Autobedrijf Jan de Croon b.v.,1,10,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,97.0
"BM-Exclusive, Inh. Bernhard Muhlenbeck",4,6,5,9,3,0,0,5,5,2,0,0,9,3,0,11,1,0,0,0,368.4166666666667
"Auto-Center-Misburg, Inh. Nur Abdul Khamid",7,3,8,8,29,0,0,27,10,0,0,1,27,9,0,27,9,1,0,0,506.0
Kronemeyer Autohaus GmbH,1,8,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,757.5
Autoglas van der Burg,1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,740.0
HAMZA MOTORS DOOEL Skopje,2,5,2,2,1,0,0,0,3,0,0,0,1,0,2,3,0,0,0,0,287.0
AutomotiveHome,2,5,6,0,2,2,1,0,2,2,0,0,0,3,1,0,0,3,1,0,804.0
LM AUTO,1,6,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,809.0
Auto-Trans Robert Rączkowiak,2,9,3,0,4,0,0,2,2,0,0,0,0,4,0,3,1,0,0,0,266.5
Autocenter Westring,1,4,3,0,2,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,572.5
AUTO LINDA - COMÉRCIO AUTOMÓVEIS LDA,1,6,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,719.0
Martin Keßlinger,2,3,2,3,1,0,0,4,0,0,0,2,0,2,0,4,0,0,0,0,215.0
KOZAK DARIUSZ DAREX,3,7,7,0,7,2,0,2,2,5,1,0,1,7,1,0,2,3,4,0,762.3333333333334
"Autocenter37, Inh. Mohamad Cherri",1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,786.0
PCA,1,9,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,215.0
Erlensee Automobile,4,1,9,9,0,0,2,0,3,8,1,1,10,0,0,0,8,1,0,2,634.6363636363636
GROUPE GUEUDET - MSA PRIM - LE HAVRE - NISSAN,5,8,9,5,11,0,0,0,0,9,12,14,2,0,0,0,0,2,8,6,696.5
PIRU I. OANA-ROXANA PERSOANĂ FIZICĂ AUTORIZATĂ,1,1,3,0,2,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,-214.5
STEAM N & M SRL,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,516.0
"AUTOHANDEL BEDNAREK, Waldemar Bednarek",2,9,5,1,3,0,0,0,3,1,1,1,1,2,0,1,1,1,1,0,765.75
"AUTO-SPEED, Inh. Fatih Aslan",3,6,7,0,5,2,0,1,3,3,1,0,1,4,2,1,1,3,2,0,-243.28571428571428
Auto-Partner Kappeln GmbH,4,9,9,1,10,0,0,0,0,6,6,4,7,0,0,0,1,3,6,1,497.45454545454544
KPS Katarzyna Połanecka,1,10,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1243.0
Garage Gabriel,2,9,4,2,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,587.0
"Kfz-Rundum-Service, Inh. Adnan Aksu",1,6,2,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,33.5
MSP MOTORS,2,8,4,2,1,0,0,0,2,1,0,0,0,3,0,1,2,0,0,0,826.0
Autohaus DIL GmbH,4,8,9,0,6,4,1,4,5,2,0,2,9,0,0,0,2,4,3,2,235.8181818181818
Cars For U,2,8,7,1,1,1,1,1,0,2,1,2,2,0,0,1,0,0,0,3,-1258.75
Autohaus Kluge GmbH & Co. KG,1,8,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,500.0
AUTOBEDRIJF VLIEDBERG,4,1,6,4,6,0,0,6,3,1,0,0,2,6,2,3,5,2,0,0,507.6
Emil Szarowolec - MULTIPROTEKT,1,9,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,240.0
HYBRIDTEC SOCIEDADE UNIPESSOAL LDA,1,9,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1086.0
"Adler Automobile, Inh. Romano Adler",1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,675.0
N.M. Premium Cars S.R.L.,2,9,7,0,3,1,0,0,0,2,2,1,1,2,0,0,0,1,1,2,-304.5
Fahrzeughandel Deinert GmbH,1,9,5,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,-2305.0
SL CARS ŁUKASZ RUDY,1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,683.0
Q&S GmbH,2,10,7,1,2,0,0,1,0,0,2,1,1,1,0,1,0,0,0,2,528.6666666666666
K. V. T. MOBILE Dejan Vidović s. p.,1,3,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1202.0
"AUTO SELECT 33, jonathan pigneul",1,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,910.0
DAVID SANCHEZ TORRES,1,6,5,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,893.5
"M.A Automobile, Inh. Mevlüt Cetin",3,6,5,1,6,1,0,0,7,1,0,0,3,5,0,0,7,1,0,0,454.25
Szekeresné Erdei Éva E.V,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,141.0
FIFTY-NINE GARAGE DI CORIGLIANO MATTIA,1,5,2,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,208.0
"DANIEL WOLSKI P.P.H.U. ""DAWO""",3,7,5,1,5,0,0,1,4,1,0,0,4,2,0,1,4,1,0,0,388.1666666666667
KUMA MOTORS S.R.L.S,7,5,11,0,29,7,0,3,8,14,13,19,17,0,0,0,1,9,12,14,490.6111111111111
LILIANA MAIA UNIPESSOAL LDA,2,10,5,1,1,2,0,0,4,0,0,0,0,4,0,0,1,3,0,0,883.75
Milan Turaz,4,6,7,2,8,1,0,6,2,3,1,0,3,4,4,4,4,2,1,0,-204.63636363636363
"KFZ-Handel Atakan Karaoglu, Inh. Atakan Karaoglu",2,7,7,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,1529.6666666666667
Arno und Bodo Ellendt GbR,2,7,8,0,4,0,0,0,0,0,4,0,3,1,0,0,0,0,1,3,643.75
R.C. CAR S.R.L.,3,5,8,0,1,5,0,1,5,0,0,4,1,1,0,0,0,1,3,3,73.33333333333333
FRV AUTOIMPORT,1,8,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,453.0
"COMPLEX, LDA",2,9,6,0,2,2,0,0,1,2,1,1,2,1,0,0,0,2,1,1,-8.75
AUTOMOBILES SERVICES,3,9,4,4,2,0,0,4,2,0,0,2,3,1,0,5,1,0,0,0,242.83333333333334
FM AUTOMOBILES,3,8,9,2,1,1,2,0,1,3,4,3,3,0,0,0,0,1,1,4,1698.6666666666667
ASPO AUTO EOOD,1,8,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1317.0
MBA Maciej Brzeziński,1,10,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1347.0
TALLERES TWIN SL,1,8,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1023.0
"GbR mit Viktor Buschmakin, Alexander Koch",2,8,3,0,3,0,0,2,1,0,0,0,0,3,0,1,2,0,0,0,514.3333333333334
DAVERMOBILE S.R.L.,1,10,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1063.0
ANTONIO GARCIA ARENAS,3,7,7,0,1,4,3,1,7,0,0,0,3,5,0,0,2,4,1,2,426.375
AUTO VIALE LTD,4,7,6,2,10,1,0,5,8,0,0,0,0,10,3,6,5,2,0,0,618.3846153846154
CBT SCOUT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,9,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,389.0
KRONAX AUTOMOBILI j.d.o.o.,1,8,5,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,557.0
AUTO EVOLUTION BULGARIA EOOD,1,10,4,0,1,1,0,0,1,1,0,0,0,0,2,0,0,2,0,0,307.0
CREMA DIESEL S.P.A.,3,4,9,2,6,0,0,0,0,2,8,8,0,0,0,0,0,1,1,6,944.625
"Mercedes Technik Langer, Inh. Steven Langer",1,9,4,2,0,0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,-129.0
MARCO GARCIA COSIDO,1,10,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,531.0
GLOW CARS 4U S.R.L.,1,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,313.0
"AUTO O.P.I.M.S, UNIPESSOAL LDA",1,10,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-167.0
Auto Arena Borstel GmbH,1,8,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,232.0
KS-CAR-Solutions GmbH,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,401.0
Autobedrijf Wesselink Deventer B.V.,4,7,9,1,9,1,0,0,0,7,7,10,1,0,0,0,0,1,0,10,1346.6363636363637
"""SZ-SZ"" AUTÓBOX KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG",1,10,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,537.0
"Auto Vögerl, Inh. Christian Vögerl",3,5,6,1,3,1,0,1,3,1,0,1,1,3,0,0,3,0,1,1,507.8
Auto Ruiter VOF,1,7,7,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1036.0
"Autoservice Mering, Inh. Rainer Lehner",1,10,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,419.0
"MB Automotive-Karlsruhe, Inh. Michael Bebas",2,7,8,0,1,0,2,2,1,0,0,1,2,0,0,0,0,0,0,3,282.6666666666667
SARL CARS PASSION 38,1,8,3,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,645.5
DK-Motors GmbH,1,7,7,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1135.5
TECNO-DIESEL - SOCIETA' A RESPONSABILITA' LIMITATA,2,8,5,2,1,0,0,0,2,1,0,0,3,0,0,2,0,0,0,1,574.0
"Automobile-Toll, Inh.: C.Yilmaz",1,10,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,636.0
ALBO AUTO 19 DOO BITOLA,1,10,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,771.0
SIA NG26 autoparks,3,7,7,1,7,0,0,0,3,5,1,0,0,7,1,1,1,3,3,0,842.625
MOLNÁR BANKTECHNIKA KFT,3,5,6,0,9,0,0,3,5,1,0,0,3,6,0,3,5,1,0,0,359.0
SASSONIA FAUSTO,1,10,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,427.0
AUTO +,1,9,2,1,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,434.5
Autohaus Ehrlich GmbH,2,10,7,2,2,0,0,0,0,1,4,3,1,0,0,0,0,1,1,2,779.75
ANDRE MESQUITA - AUTOMOVEIS SOCIEDADE UNIPESSOAL LDA,4,8,9,5,6,1,0,0,0,3,11,6,6,0,0,0,0,5,2,5,390.25
FÉLIX AUTÓ Kft.,3,1,5,1,6,0,0,2,3,2,0,0,0,5,2,6,0,1,0,0,172.42857142857142
VIRMABRAN LDA,1,5,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-500.0
Kocsi Since 2002 Korlátolt Felelősségü Társaság,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,288.0
DM4you s. r. o.,1,10,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1899.0
"FS-Automobile, Inh. Besnik Isufi",2,9,2,2,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,502.3333333333333
"NEVES & MAIA, LDA",3,7,8,1,5,1,0,0,1,5,2,2,4,1,0,0,0,2,3,2,196.0
Autohaus Reckhaus oHG,4,6,9,4,5,1,0,0,0,4,7,9,1,0,0,0,1,3,2,4,759.1
Daniel Bandoła BD CAR,2,9,2,3,1,0,0,2,2,0,0,0,0,1,3,4,0,0,0,0,207.5
The Garage OÜ,1,7,6,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,734.0
"Autohaus Rüsselsheim, Inh. Atanas Dimitrov Atanasov",1,6,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,320.0
DESORMEAUX,1,6,2,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,265.0
TEDI-PROM-DT DOOEL SKOPJE,1,9,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,258.0
MOBILE & CONSULTING KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,3,6,4,1,4,0,0,3,2,0,0,0,1,4,0,4,1,0,0,0,305.6
ATS KLIMEK Łukasz Klimek,2,5,4,1,2,0,0,1,2,0,0,0,0,2,1,0,2,0,1,0,707.0
EICARS EOOD,1,4,3,0,0,1,1,2,0,0,0,0,0,2,0,1,1,0,0,0,134.5
aei complex service s.r.o.,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,333.0
BV ALMO SERVICES,2,5,4,1,3,0,0,2,0,2,0,0,4,0,0,1,1,2,0,0,699.0
VDV Cars,1,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,292.0
GGG AUTO GOLD IMPORT S.R.L.,3,9,5,4,3,0,0,1,4,2,0,0,2,4,1,3,1,3,0,0,549.0
"DIE AUTOGALERIE 24, Inh. Achim Gerwin",4,6,4,3,8,0,0,6,5,0,0,2,8,1,0,11,0,0,0,0,320.90909090909093
"Stars for Cars, Peter Byloos",6,1,9,12,7,2,0,1,15,3,3,14,7,0,0,2,11,3,3,2,592.4761904761905
"Autohandel Hallal, Inh. Ibrahim Hallal",5,8,7,1,14,0,0,9,6,0,0,0,13,2,0,4,11,0,0,0,691.4
VOGEL Autohäuser GmbH & Co. KG,1,10,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,936.0
MB Autohaus Hamburg,1,10,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1059.0
"EXmobile.de, Inh. Emrah Göcer",2,5,8,0,1,2,0,0,1,0,2,2,1,0,0,0,0,0,1,2,1407.3333333333333
"Top Car Centrum, s.r.o.",6,5,10,0,21,2,0,0,5,12,10,1,12,10,0,0,0,6,8,9,1041.2608695652175
BVBA TOP CARZ,1,10,3,1,1,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,724.5
AUTOCANTAL.COM,1,9,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1898.0
Bernts Automotive,1,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-269.0
MESEŞAN ADRIAN-LIVIU PERSOANĂ FIZICĂ AUTORIZATĂ,1,5,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,468.0
"autozentrumsb, Inh. Serkan Bingöl",1,7,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,570.0
J&Auto,1,3,3,1,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,454.0
Mercedes-Benz Česká republika s.r.o.,4,1,11,0,9,4,0,0,0,0,13,10,2,1,0,0,0,0,0,13,1476.5384615384614
DPK Paweł Kowalski,4,1,7,1,10,0,0,0,9,2,0,0,5,6,0,2,6,3,0,0,764.1818181818181
FIDAREA - CONSULTORIA E GESTÃO LDA,1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,615.0
sia AK Evro Auto,1,9,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,276.0
VAN ROOY BV,1,9,5,0,2,0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,1117.5
