stock_number,retail_country,rating_scale,rates,make,model,mileage_cluster,mileage,horsepower,built_year,esp,fueltype,geartype,body_type
LE63457,DE,2,2- Good,Mercedes-Benz,E-Klasse,50-60k,58148,195,2019,37490.0,Diesel,Gear type automatic,Kombi
NZ51952,DE,5,5- Too high,Volkswagen,Tiguan,60-70k,69773,125,2017,21614.0,Benzin,Gear type manual,SUV
YC46138,DE,5,5- Too high,Mercedes-Benz,C-Klasse,80-90k,87726,135,2015,19090.0,Diesel,Gear type automatic,Kombi
JP25791,AT,4,4- A little high,Audi,A3 Limousine,40-50k,48592,115,2018,19290.0,Benzin,Gear type manual,Limousine
FE91671,DE,5,5- Too high,Renault,Clio,50-60k,52658,73,2014,8920.0,Benzin,Gear type manual,Limousine
UM53212,DE,5,5- Too high,Renault,Kadjar,60-70k,67568,130,2017,17907.0,Benzin,Gear type automatic,SUV
HP29026,IT,4,4- A little high,Volkswagen,Tiguan,40-50k,46173,115,2019,27999.0,Diesel,Gear type manual,SUV
GR10459,DE,4,4- A little high,BMW,X3,30-40k,39973,354,2018,46340.0,Benzin,Gear type automatic,SUV
CW15535,DE,2,2- Good,Seat,Alhambra,30-40k,34520,150,2017,29990.0,Benzin,Gear type automatic,Van
FZ27575,DE,5,5- Too high,Smart,fortwo,80-90k,89822,90,2016,10436.0,Benzin,Gear type automatic,Coupe
FY91553,AT,2,2- Good,Volkswagen,Touran,80-90k,88855,105,2013,12890.0,Benzin,Gear type manual,Van
CT03263,IT,4,4- A little high,Audi,A1,100k+,110954,85,2014,12199.0,Benzin,Gear type manual,Limousine
WU81400,IT,3,3- Appropriate,Volkswagen,Polo,20-30k,29482,95,2020,19299.0,Diesel,Gear type automatic,Limousine
GZ73583,DE,2,2- Good,Subaru,Outback,60-70k,68818,150,2017,23390.0,Diesel,Gear type manual,Kombi
YH25717,DE,4,4- A little high,Peugeot,308,80-90k,89646,180,2017,17219.0,Diesel,Gear type automatic,Kombi
ET42731,IT,4,4- A little high,Fiat,500L,100k+,125461,85,2013,10499.0,Diesel,Semi-automatic,Van
WC09308,DE,5,5- Too high,Skoda,Kodiaq,100k+,111153,239,2020,37490.0,Diesel,Gear type automatic,SUV
AZ27507,IT,4,4- A little high,Ford,Puma,30-40k,32470,125,2020,21099.0,Hybrid,Gear type manual,SUV
WL67336,DE,1,1- Very Good,Volkswagen,Tiguan,0-10k,2269,245,2022,43132.0,Hybrid,Gear type automatic,SUV
TG79595,AT,2,2- Good,Ford,Fiesta,70-80k,78196,60,2013,7090.0,Benzin,Gear type manual,Limousine
MA81079,DE,4,4- A little high,Ford,Focus,100k+,105222,105,2015,9541.0,Diesel,Gear type manual,Kombi
HZ67739,IT,4,4- A little high,Peugeot,208,60-70k,66824,102,2019,14599.0,Diesel,Gear type manual,Limousine
KN24699,DE,5,5- Too high,Mercedes-Benz,GLA-Klasse,50-60k,55701,122,2016,18490.0,Benzin,Gear type manual,SUV
RR31402,DE,4,4- A little high,BMW,X1,100k+,102897,135,2016,18160.0,Benzin,Gear type manual,SUV
KS18909,DE,4,4- A little high,Audi,A1,40-50k,46731,192,2016,20990.0,Benzin,Gear type automatic,Limousine
AT47148,BE,2,2- Good,Volkswagen,Touran,100k+,138290,150,2015,18999.0,Benzin,Gear type automatic,Van
AT47148,BE,1,1- Very Good,Volkswagen,Touran,100k+,138290,150,2015,18999.0,Benzin,Gear type automatic,Van
HE40098,DE,3,3- Appropriate,Seat,Leon,50-60k,59654,180,2015,17990.0,Benzin,Gear type automatic,Limousine
BE93287,IT,4,4- A little high,Hyundai,Santa Fe,50-60k,59225,200,2016,22999.0,Diesel,Gear type automatic,SUV
CE12001,IT,3,3- Appropriate,Mercedes-Benz,E-Klasse,40-50k,47907,195,2016,30999.0,Diesel,Gear type automatic,Limousine
FE28497,PL,2,2- Good,Skoda,Superb,60-70k,65304,218,2020,31422.0,Hybrid,duplex,Kombi
MC35870,DE,3,3- Appropriate,Suzuki,Ignis,20-30k,28977,90,2018,15780.0,Benzin,Semi-automatic,Limousine
RZ33140,DE,5,5- Too high,Audi,A7,100k+,119697,320,2014,29190.0,Diesel,Gear type automatic,Kombi
EA11992,DE,4,4- A little high,Ford,Ka,30-40k,30827,70,2014,7250.0,Benzin,Gear type manual,Limousine
ZD89220,DE,1,1- Very Good,Hyundai,i20,20-30k,21629,85,2014,8600.0,Benzin,Gear type manual,Limousine
YB47351,DE,3,3- Appropriate,Volkswagen,Passat,70-80k,74903,150,2018,19690.0,Diesel,Gear type automatic,Kombi
TV18312,BE,4,4- A little high,Toyota,Auris,100k+,117788,100,2016,16150.0,Hybrid,Gear type automatic,Limousine
CG32000,DE,4,4- A little high,Renault,Twingo,90-100k,99138,70,2014,6590.0,Benzin,Gear type manual,Limousine
KD06578,DE,5,5- Too high,Volkswagen,Golf VII,30-40k,34455,150,2019,22990.0,Benzin,Gear type automatic,Limousine
BA70827,PL,4,4- A little high,Volvo,XC 60,100k+,131621,180,2014,15103.0,Diesel,Gear type manual,SUV
NE44742,IT,4,4- A little high,Mercedes-Benz,A-Klasse,50-60k,51727,115,2019,26799.0,Diesel,Gear type automatic,Limousine
ZX27795,DE,3,3- Appropriate,Volkswagen,T-Roc,0-10k,5840,300,2021,41411.0,Benzin,Gear type automatic,SUV
AE00654,IT,4,4- A little high,Mercedes-Benz,A-Klasse,50-60k,54689,190,2019,33099.0,Benzin,Gear type automatic,Limousine
ZT63829,AT,5,5- Too high,Audi,A4,100k+,129573,150,2016,18990.0,Diesel,duplex,Kombi
PE22054,DE,5,5- Too high,Volkswagen,Golf VII,60-70k,68985,150,2014,16243.0,Benzin,Gear type manual,Limousine
NV60572,IT,4,4- A little high,Renault,Clio,100k+,110242,73,2016,9999.0,Benzin,Gear type manual,Limousine
YK30371,PL,4,4- A little high,Opel,Mokka,20-30k,22262,115,2016,12822.0,Benzin,Gear type manual,SUV
BG04895,PL,2,2- Good,Nissan,Qashqai,80-90k,87636,115,2016,13250.0,Benzin,Gear type manual,SUV
RC94622,AT,5,5- Too high,Volkswagen,Caddy,100k+,138466,102,2017,18990.0,Diesel,Gear type manual,Van
MZ98995,BE,4,4- A little high,Seat,Ibiza,60-70k,67949,80,2019,11999.0,Benzin,Gear type manual,Limousine
PA19159,IT,3,3- Appropriate,Nissan,Qashqai,40-50k,42185,140,2019,18999.0,Benzin,Gear type manual,SUV
EV66014,DE,1,1- Very Good,Toyota,Yaris,40-50k,43470,101,2019,18390.0,Hybrid,Gear type automatic,Limousine
BS66644,AT,2,2- Good,Peugeot,208,90-100k,93016,82,2016,8690.0,Benzin,Gear type manual,Limousine
WX36340,DE,4,4- A little high,Renault,Captur,50-60k,57899,90,2014,13290.0,Diesel,Gear type automatic,SUV
VH86079,DE,5,5- Too high,Seat,Alhambra,80-90k,84874,150,2017,25480.0,Benzin,Gear type manual,Van
HD44239,IT,4,4- A little high,Renault,Megane,20-30k,24614,116,2019,17999.0,Diesel,Gear type automatic,Limousine
EP80806,IT,5,5- Too high,Land Rover,Evoque,40-50k,40043,150,2015,21999.0,Diesel,Gear type automatic,SUV
PF27014,IT,4,4- A little high,Peugeot,3008,50-60k,52203,130,2018,23699.0,Benzin,Gear type manual,SUV
SV81912,DE,5,5- Too high,BMW,3er,60-70k,65020,185,2016,24990.0,Benzin,Gear type automatic,Kombi
SV81912,DE,5,5- Too high,BMW,3er,60-70k,65020,185,2016,24990.0,Benzin,Gear type automatic,Kombi
MV11358,PL,3,3- Appropriate,Renault,Kadjar,100k+,118563,110,2017,15818.0,Diesel,duplex,SUV
DP23836,DE,4,4- A little high,Volkswagen,Golf VIII,20-30k,20999,150,2020,27618.0,Hybrid,Gear type automatic,Limousine
BW88463,PL,5,5- Too high,Opel,Astra,100k+,131193,140,2014,9533.0,Benzin,Gear type automatic,Kombi
YM52560,IT,4,4- A little high,Ford,EcoSport,90-100k,90358,101,2018,13099.0,Benzin,Gear type manual,SUV
RA48884,DE,4,4- A little high,Ford,Kuga,100k+,102161,150,2016,15990.0,Diesel,Semi-automatic,SUV
RA48884,DE,4,4- A little high,Ford,Kuga,100k+,102161,150,2016,15990.0,Diesel,Semi-automatic,SUV
CJ26592,PL,4,4- A little high,Hyundai,i30,100k+,165922,100,2012,7397.0,Benzin,Gear type manual,Limousine
DT64109,IT,1,1- Very Good,Audi,A4,100k+,131409,190,2018,19599.0,Diesel,Gear type automatic,Kombi
ET42731,IT,4,4- A little high,Fiat,500L,100k+,125461,85,2013,10499.0,Diesel,Semi-automatic,Van
GE37868,IT,3,3- Appropriate,Toyota,AYGO,10-20k,12258,72,2019,12999.0,Benzin,Gear type manual,Limousine
AL81899,AT,4,4- A little high,Audi,A3 Limousine,100k+,106171,150,2013,15790.0,Diesel,Gear type manual,Limousine
BC22304,DE,5,5- Too high,Skoda,Kodiaq,0-10k,9768,239,2019,42297.0,Diesel,Gear type automatic,SUV
FC10527,DE,5,5- Too high,Fiat,500,20-30k,20497,85,2014,10890.0,Benzin,Gear type automatic,Limousine
FM87682,PL,5,5- Too high,Audi,A3,100k+,156949,150,2016,14962.0,Diesel,Gear type manual,Limousine
NE23589,IT,4,4- A little high,Nissan,Qashqai,100k+,117246,130,2014,13699.0,Diesel,Gear type automatic,SUV
WA99255,BE,4,4- A little high,Renault,Kangoo,60-70k,60043,105,2012,11150.0,Benzin,Gear type manual,Van
BF40586,DE,4,4- A little high,Volkswagen,Touran,100k+,103792,110,2016,15890.0,Benzin,Gear type manual,Van
KR09315,DE,4,4- A little high,Mercedes-Benz,GLA-Klasse,40-50k,43703,224,2020,40899.0,Benzin,Gear type automatic,SUV
XY51231,BE,5,5- Too high,Hyundai,i10,40-50k,49112,67,2019,12399.0,Benzin,Gear type automatic,Limousine
ZG98985,DE,3,3- Appropriate,Ford,Edge,80-90k,86685,238,2019,33490.0,Diesel,Gear type automatic,SUV
KE87214,IT,4,4- A little high,Renault,Clio,60-70k,67939,76,2019,11099.0,Benzin,Gear type manual,Limousine
HF30733,BE,4,4- A little high,Peugeot,5008,80-90k,86187,130,2018,24350.0,Benzin,Gear type manual,SUV
SU14667,BE,2,2- Good,Mercedes-Benz,GLA-Klasse,40-50k,40601,155,2019,29499.0,Benzin,Gear type automatic,SUV
DZ02649,DE,1,1- Very Good,Volkswagen,T-Roc,10-20k,16053,150,2019,26603.0,Benzin,Gear type manual,SUV
PE87434,DE,5,5- Too high,Mercedes-Benz,C-Klasse,100k+,103705,205,2016,28900.0,Diesel,Gear type automatic,Coupe
GG02372,DE,5,5- Too high,Opel,Corsa,20-30k,23361,101,2021,19689.0,Benzin,Gear type automatic,Limousine
ZP48309,IT,4,4- A little high,Alfa Romeo,Giulietta,100k+,138615,120,2015,10699.0,Gas,Gear type manual,Limousine
RW46014,IT,1,1- Very Good,Toyota,RAV 4,50-60k,54431,218,2020,31799.0,Hybrid,Gear type automatic,SUV
MH37287,DE,4,4- A little high,Opel,Astra,90-100k,95250,140,2015,11349.0,Benzin,Gear type manual,Kombi
TT36624,IT,4,4- A little high,Ford,Kuga,30-40k,33484,190,2021,28999.0,Hybrid,Gear type automatic,SUV
LL33389,DE,3,3- Appropriate,BMW,Z4,40-50k,47076,155,2016,25629.0,Benzin,Gear type manual,Roadster
BG21036,DE,1,1- Very Good,Citroen,C4,60-70k,64790,110,2016,11193.0,Benzin,Gear type manual,Limousine
MX82851,DE,4,4- A little high,Volvo,XC 90,100k+,112254,235,2017,39490.0,Diesel,Gear type automatic,SUV
JU71576,DE,5,5- Too high,Peugeot,308,50-60k,56438,130,2016,14790.0,Benzin,Gear type automatic,Limousine
DP44655,PL,5,5- Too high,Seat,Leon,50-60k,55583,300,2020,30930.0,Benzin,Gear type automatic,Kombi
YM79504,DE,5,5- Too high,Volkswagen,T-Roc,40-50k,46536,150,2018,23521.0,Benzin,Gear type manual,SUV
LC40104,DE,4,4- A little high,Renault,Megane,70-80k,71457,205,2018,19950.0,Benzin,Gear type automatic,Limousine
AJ54714,PL,5,5- Too high,Peugeot,5008,90-100k,97349,180,2018,26880.0,Diesel,Gear type automatic,SUV
ZE94015,BE,4,4- A little high,Volkswagen,Golf VII,100k+,111316,110,2018,13799.0,Benzin,Gear type manual,Kombi
RL09292,IT,4,4- A little high,Renault,Captur,80-90k,88793,95,2020,18499.0,Diesel,Gear type manual,SUV
EG81766,DE,2,2- Good,Volkswagen,Golf VII,30-40k,39881,125,2015,15490.0,Benzin,Gear type manual,Limousine
MX43710,DE,3,3- Appropriate,Volkswagen,Polo,50-60k,52373,75,2017,13620.0,Benzin,Gear type manual,Limousine
KV96735,PL,4,4- A little high,Volvo,V 60,90-100k,92275,190,2020,28450.0,Diesel,Gear type automatic,Kombi
LS04274,PL,5,5- Too high,Nissan,Qashqai,100k+,161056,130,2015,14085.0,Diesel,Gear type manual,SUV
ZR92822,IT,4,4- A little high,Volkswagen,Tiguan,100k+,130063,150,2018,20799.0,Diesel,duplex,SUV
LP96659,PL,5,5- Too high,Volvo,XC 40,100k+,138699,150,2018,25767.0,Diesel,Gear type automatic,SUV
DL52528,IT,4,4- A little high,Renault,Captur,100k+,130605,90,2014,10999.0,Diesel,Gear type manual,SUV
ZV47630,PL,4,4- A little high,Volvo,V 40,100k+,146109,120,2019,14286.0,Diesel,Gear type manual,Limousine
XN11135,IT,5,5- Too high,Audi,Q2,50-60k,51916,150,2020,29699.0,Benzin,Gear type automatic,SUV
SV59845,DE,4,4- A little high,Renault,Scenic,60-70k,69752,110,2015,11070.0,Diesel,Gear type manual,Van
ZM52866,IT,4,4- A little high,Kia,cee'd,70-80k,78077,135,2019,19399.0,Diesel,Gear type automatic,Kombi
FA29012,BE,5,5- Too high,BMW,5er,40-50k,44528,185,2019,37950.0,Hybrid,Gear type automatic,Limousine
EK43504,DE,5,5- Too high,Ford,C-Max,100k+,105373,150,2016,15299.0,Benzin,Gear type automatic,Van
TX33598,DE,5,5- Too high,Mercedes-Benz,GLB-Klasse,60-70k,60627,150,2020,38290.0,Diesel,Gear type automatic,SUV
ET61406,DE,4,4- A little high,Audi,A5 Sportback,90-100k,94063,218,2016,25890.0,Diesel,Gear type automatic,Kombi
RS93872,BE,5,5- Too high,Audi,A1,70-80k,78186,90,2014,12450.0,Diesel,Gear type manual,Limousine
RY41179,DE,2,2- Good,Opel,Insignia,80-90k,88742,165,2018,19690.0,Benzin,Gear type automatic,Limousine
CH45844,IT,4,4- A little high,Toyota,Verso,60-70k,69834,132,2016,12999.0,Benzin,Gear type manual,Van
YA31222,DE,4,4- A little high,Skoda,Fabia,50-60k,52070,95,2019,14590.0,Benzin,Gear type manual,Limousine
KA59584,PL,4,4- A little high,Renault,Kadjar,100k+,119621,130,2016,13892.0,Benzin,Gear type manual,SUV
PP43327,PL,5,5- Too high,Toyota,Avensis,80-90k,82199,147,2016,17864.0,Benzin,Gear type automatic,Kombi
NC27959,IT,4,4- A little high,Land Rover,Freelander,100k+,129140,190,2014,12899.0,Diesel,Gear type automatic,SUV
AX30562,DE,4,4- A little high,BMW,X1,100k+,105853,150,2016,21950.0,Diesel,Gear type automatic,SUV
ML07427,IT,4,4- A little high,Mercedes-Benz,GLA-Klasse,80-90k,80323,135,2019,24599.0,Diesel,Gear type automatic,SUV
VN50108,IT,4,4- A little high,Fiat,Panda,90-100k,95615,75,2015,9199.0,Diesel,Gear type manual,Limousine
KE50578,IT,5,5- Too high,Mercedes-Benz,GLA-Klasse,20-30k,27331,150,2021,46999.0,Diesel,duplex,SUV
HM19524,BE,4,4- A little high,Volkswagen,Golf VII,100k+,103524,110,2015,12099.0,Diesel,Gear type manual,Limousine
NS05843,IT,3,3- Appropriate,Kia,Rio,60-70k,66965,85,2016,9999.0,Benzin,Gear type manual,Limousine
XW88059,DE,5,5- Too high,Mazda,CX-5,100k+,111633,175,2015,17715.0,Diesel,Gear type automatic,SUV
PW36811,IT,4,4- A little high,Alfa Romeo,Giulia,30-40k,36473,150,2018,24999.0,Diesel,Gear type automatic,Limousine
ML81820,PL,3,3- Appropriate,Audi,A3,100k+,162491,122,2013,10100.0,Benzin,Gear type manual,Limousine
YW76184,DE,4,4- A little high,Seat,Arona,40-50k,46183,115,2019,21590.0,Benzin,Gear type automatic,SUV
WY49765,DE,5,5- Too high,Volkswagen,Tiguan Allspace,70-80k,70249,190,2018,34990.0,Diesel,Gear type automatic,SUV
WX21979,DE,2,2- Good,Renault,Clio,30-40k,38242,76,2019,11590.0,Benzin,Gear type manual,Limousine
UH59816,DE,3,3- Appropriate,Seat,Leon,40-50k,41725,300,2020,29990.0,Benzin,Gear type automatic,Kombi
FE11127,DE,5,5- Too high,Smart,fortwo,30-40k,33306,90,2019,17990.0,Benzin,Gear type automatic,Cabrio
VV80263,DE,4,4- A little high,Jeep,Compass,30-40k,32083,140,2017,19990.0,Benzin,Gear type manual,SUV
PX25508,DE,4,4- A little high,Audi,A3,80-90k,84261,125,2015,15910.0,Benzin,Gear type manual,Limousine
XP33729,PL,3,3- Appropriate,Volvo,XC 60,100k+,120333,135,2014,17372.0,Diesel,Gear type automatic,SUV
HD22246,AT,4,4- A little high,Smart,fortwo,20-30k,26276,70,2016,13190.0,Benzin,duplex,Cabrio
BE31145,DE,3,3- Appropriate,Kia,cee'd,100k+,102415,135,2016,12943.0,Benzin,Gear type manual,Kombi
JM94601,IT,4,4- A little high,Volkswagen,Polo,10-20k,18555,90,2017,13999.0,Benzin,Gear type manual,Limousine
JR01662,DE,2,2- Good,Mercedes-Benz,CLA-Klasse,80-90k,88305,170,2019,24990.0,Diesel,Gear type automatic,Kombi
HW19096,PL,4,4- A little high,Hyundai,i30,100k+,113821,275,2019,22877.0,Benzin,Gear type manual,Limousine
MD46916,DE,4,4- A little high,Ford,Focus,50-60k,50645,125,2017,16350.0,Benzin,Gear type automatic,Kombi
LN17244,AT,5,5- Too high,Ford,B-Max,50-60k,53504,105,2014,11790.0,Benzin,duplex,Van
KW24611,AT,2,2- Good,Peugeot,208,60-70k,66692,131,2019,20590.0,Benzin,Gear type automatic,Limousine
AH74130,DE,4,4- A little high,Toyota,RAV 4,10-20k,15952,218,2020,41334.0,Hybrid,Gear type automatic,SUV
UJ63154,IT,1,1- Very Good,Toyota,C-HR,40-50k,41405,122,2019,22299.0,Hybrid,Gear type automatic,SUV
CN67905,AT,2,2- Good,Opel,Corsa,60-70k,65988,70,2013,7890.0,Benzin,Gear type manual,Limousine
WY11751,DE,4,4- A little high,Volkswagen,T-Roc,10-20k,12243,115,2019,21698.0,Benzin,Gear type manual,SUV
WX28316,DE,4,4- A little high,Audi,A6,100k+,108454,340,2019,45990.0,Benzin,Gear type automatic,Kombi
SW82698,IT,5,5- Too high,Fiat,500X,40-50k,42505,95,2021,21599.0,Diesel,Gear type manual,SUV
GL85773,IT,5,5- Too high,Fiat,500X,80-90k,86592,120,2017,14899.0,Diesel,Gear type manual,SUV
HC25858,DE,5,5- Too high,Volkswagen,Golf VII,100k+,104062,115,2018,14390.0,Diesel,Gear type manual,Limousine
SA82484,IT,4,4- A little high,Mercedes-Benz,A-Klasse,40-50k,46606,136,2019,26599.0,Benzin,duplex,Limousine
TU54395,BE,1,1- Very Good,Mercedes-Benz,GLC-Klasse,100k+,122049,320,2016,32527.0,Hybrid,Gear type automatic,SUV
BC67822,DE,5,5- Too high,Ford,Focus,60-70k,60606,150,2017,18671.0,Benzin,Gear type automatic,Kombi
NS91912,AT,2,2- Good,Volkswagen,Arteon,40-50k,41302,190,2019,31090.0,Diesel,duplex,Limousine
MD26938,DE,5,5- Too high,BMW,X3,40-50k,48260,258,2016,34827.0,Diesel,Gear type automatic,SUV
XE77018,DE,5,5- Too high,Kia,Optima,50-60k,57775,245,2016,22513.0,Benzin,Gear type automatic,Kombi
ZM71645,DE,4,4- A little high,Seat,Leon,50-60k,59144,150,2016,16173.0,Benzin,Gear type manual,Coupe
MK26809,DE,2,2- Good,BMW,1er,90-100k,95873,170,2014,12984.0,Benzin,Gear type manual,Limousine
UV16777,IT,4,4- A little high,Nissan,Juke,30-40k,32085,117,2020,21299.0,Benzin,Gear type manual,SUV
GU52810,PL,4,4- A little high,Renault,Koleos,100k+,156505,130,2017,16889.0,Diesel,Gear type manual,SUV
HK51544,IT,5,5- Too high,Toyota,Yaris,50-60k,56305,101,2020,18799.0,Hybrid,Gear type automatic,Limousine
ME87340,IT,3,3- Appropriate,Ford,Fiesta,20-30k,28545,125,2021,17899.0,Hybrid,Gear type manual,Limousine
HS56622,IT,4,4- A little high,Lancia,Ypsilon,30-40k,31442,70,2011,7999.0,Benzin,Gear type manual,Limousine
US52262,DE,3,3- Appropriate,Smart,forfour,70-80k,75658,90,2017,13290.0,Benzin,Gear type automatic,Limousine
KE94097,DE,4,4- A little high,Seat,Leon,80-90k,84529,300,2017,23890.0,Benzin,Gear type automatic,Limousine
AG89216,DE,3,3- Appropriate,Mazda,MX-5,0-10k,2361,184,2021,31790.0,Benzin,Gear type manual,Targa
TY71608,DE,5,5- Too high,Nissan,Micra,0-10k,7855,101,2019,17990.0,Benzin,Gear type automatic,Limousine
EU91077,IT,4,4- A little high,Volkswagen,Polo,80-90k,83169,75,2014,9499.0,Diesel,Gear type manual,Limousine
WF12086,IT,3,3- Appropriate,Suzuki,SX4 S-Cross,0-10k,8731,140,2019,19999.0,Benzin,Gear type manual,SUV
BM28893,BE,5,5- Too high,Mercedes-Benz,C-Klasse,40-50k,45674,185,2018,26899.0,Benzin,Gear type manual,Coupe
TZ62026,DE,3,3- Appropriate,Volvo,XC 40,50-60k,53308,190,2018,33556.0,Benzin,Gear type automatic,SUV
SV41898,BE,4,4- A little high,BMW,4er,80-90k,82485,190,2017,25099.0,Diesel,Gear type automatic,Coupe
YK56847,DE,3,3- Appropriate,Audi,A4,50-60k,55664,150,2018,23163.0,Benzin,Gear type manual,Kombi
TV25616,PL,3,3- Appropriate,Opel,Insignia,60-70k,66469,170,2018,17527.0,Diesel,Gear type manual,Kombi
TV25616,PL,3,3- Appropriate,Opel,Insignia,60-70k,66469,170,2018,17527.0,Diesel,Gear type manual,Kombi
HR29799,DE,5,5- Too high,BMW,1er,20-30k,27386,185,2017,21435.0,Benzin,Gear type automatic,Limousine
KC52931,IT,4,4- A little high,Jeep,Compass,0-10k,7547,150,2021,32599.0,Benzin,Gear type automatic,SUV
RD84054,DE,5,5- Too high,Volkswagen,T6 Multivan,50-60k,54409,199,2019,44990.0,Diesel,Gear type automatic,Bus
KK33033,BE,5,5- Too high,BMW,2er,90-100k,91762,150,2016,21450.0,Diesel,Gear type automatic,Coupe
BW50080,DE,1,1- Very Good,Skoda,Citigo,10-20k,12003,60,2017,10518.0,Benzin,Gear type manual,Limousine
PY20862,IT,4,4- A little high,Skoda,Octavia,100k+,126129,115,2019,11999.0,Diesel,Gear type manual,Kombi
NS35634,IT,3,3- Appropriate,Volkswagen,Polo,80-90k,83457,60,2016,10799.0,Benzin,Gear type manual,Limousine
JL48016,DE,4,4- A little high,Skoda,Karoq,90-100k,92781,150,2017,23690.0,Diesel,Gear type automatic,SUV
BW88463,PL,5,5- Too high,Opel,Astra,100k+,131193,140,2014,9533.0,Benzin,Gear type automatic,Kombi
UY35528,BE,4,4- A little high,Suzuki,Swift,80-90k,83549,90,2018,11450.0,Benzin,Gear type manual,Limousine
RA48884,DE,4,4- A little high,Ford,Kuga,100k+,102161,150,2016,15990.0,Diesel,Semi-automatic,SUV
PL84481,DE,5,5- Too high,Ford,Mondeo,70-80k,76633,203,2017,22690.0,Benzin,Gear type automatic,Limousine
GK78353,DE,2,2- Good,Smart,fortwo,60-70k,68386,70,2014,8575.0,Benzin,Gear type automatic,Coupe
MW13407,BE,4,4- A little high,Renault,Grand Scenic,100k+,127049,163,2018,20002.0,Benzin,Gear type automatic,Van
SS97280,IT,3,3- Appropriate,Suzuki,Ignis,20-30k,27257,90,2019,13999.0,Benzin,Semi-automatic,Limousine
JX15231,DE,4,4- A little high,Mercedes-Benz,GLA-Klasse,70-80k,76894,122,2017,23808.0,Benzin,Gear type automatic,SUV
AW05783,BE,4,4- A little high,Peugeot,208,40-50k,42909,75,2021,14799.0,Benzin,Gear type manual,Limousine
ND79098,PL,3,3- Appropriate,Citroen,C5,100k+,153485,110,2014,8500.0,Diesel,Gear type manual,Kombi
UP86140,IT,5,5- Too high,Fiat,500X,70-80k,76931,120,2018,17099.0,Diesel,Gear type manual,SUV
LX09069,DE,5,5- Too high,Ford,Kuga,50-60k,53299,175,2018,23859.0,Benzin,Gear type automatic,SUV
ZM52464,PL,4,4- A little high,Ford,S-Max,100k+,110019,150,2016,17103.0,Diesel,Semi-automatic,Van
NA11592,AT,5,5- Too high,Jeep,Cherokee,90-100k,95478,140,2014,17590.0,Diesel,Gear type manual,SUV
GS41541,DE,1,1- Very Good,Skoda,Rapid,40-50k,45201,85,2014,9990.0,Benzin,Gear type manual,Limousine
BB98021,PL,4,4- A little high,Mercedes-Benz,C-Klasse,100k+,164387,194,2018,24166.0,Diesel,Gear type automatic,Kombi
HJ85732,DE,5,5- Too high,Ford,EcoSport,20-30k,28801,125,2018,19396.0,Benzin,Gear type automatic,SUV
CG73388,IT,4,4- A little high,Fiat,500X,20-30k,20212,151,2019,22799.0,Benzin,Gear type automatic,SUV
RC05393,PL,4,4- A little high,Renault,Captur,100k+,116023,120,2015,11965.0,Benzin,duplex,SUV
DA47252,DE,3,3- Appropriate,Jeep,Renegade,80-90k,88781,110,2016,15078.0,Benzin,Gear type manual,SUV
YW76184,DE,5,5- Too high,Seat,Arona,40-50k,46183,115,2019,21590.0,Benzin,Gear type automatic,SUV
