company,frequency,recency,monetary,low_hp,medium_hp,high_hp,old_,recent_,low_mileage,medium_mileage,high_mileage,less_5k,_5k_10k_,_10k_,profit_per_car
AUTO USŁUGI Tomasz Kasiewicz,2,3,3,4,0,0,4,0,0,2,2,4,0,0,508.25
AUTO CLICK EXCLUSIVE S.R.L.,1,9,3,1,0,0,1,0,0,1,0,0,1,0,558
MED LEK CARS ET TRADING,3,5,4,6,1,0,7,0,1,6,0,7,0,0,417.7142857
V.O.F. REKEN AUTOMOTIVE,4,5,9,6,2,2,7,3,3,7,0,3,4,3,506.8
MICCICHE' AUTO SRL,1,10,3,0,1,0,1,0,0,1,0,0,1,0,1328
"MUFALI, s.r.o.",4,8,9,6,8,0,6,8,1,13,0,0,4,10,713
Ben Kar Automobile Inh. Karen Martirosyan,3,4,5,6,1,0,7,0,3,4,0,6,0,1,342.4285714
OKB DRIVE,1,10,8,1,1,0,0,2,2,0,0,0,0,2,1557
"DUO AVTO D.O.O., Duško Bekić",3,8,9,1,7,1,5,4,0,3,6,0,3,6,978.3333333
LUX AUTO HALINA PISZCZ,1,8,2,1,1,0,2,0,0,1,1,2,0,0,364.5
Auto Hensgens Nieuwstadt BV.,8,5,10,50,2,0,29,23,52,0,0,4,26,22,863.3076923
Whitestone Autohaus GmbH,8,1,10,12,33,2,43,4,12,35,0,1,24,22,781.9787234
AUTOSTORE 2011 DI RIDOLFI MAURIZIO,1,9,3,0,1,0,1,0,0,1,0,0,1,0,337
"KSW Wuppertal, Inh. Lars Rainer Wolfertz",1,10,2,1,0,0,1,0,0,1,0,1,0,0,815
J2M Auto,1,8,3,2,0,0,2,0,2,0,0,2,0,0,603.5
Petrykiv Roman Volodymyrovych,1,4,2,1,0,0,1,0,0,0,1,1,0,0,404
SARL GARAGE BREUIL,2,7,5,2,1,0,2,1,3,0,0,2,0,1,1074.666667
ANNA DEDOYSI SIA O E,1,9,5,2,0,0,0,2,2,0,0,0,1,1,1551.5
HANULA TAMÁS GERGŐ E.V.,1,10,2,1,0,0,1,0,0,1,0,1,0,0,841
TOP GEAR S.R.L.,3,4,5,5,0,0,5,0,0,5,0,4,0,1,501.2
"Autohaus Zangberg, Inh. Haci Bektas",4,4,6,10,0,0,10,0,3,4,3,5,4,1,533.1
Car Plaza,2,4,3,3,0,0,3,0,0,1,2,3,0,0,195.6666667
GROUPE CONCEPT AUTO,3,1,6,5,2,0,7,0,2,5,0,4,3,0,572.7142857
"Leh, Inh. Ralf Erich Leh",2,7,4,1,2,0,3,0,0,2,1,2,1,0,-584.6666667
JW Automotive,1,9,6,1,0,1,0,2,1,1,0,0,0,2,596
"Automobile Peter Scheunemann, Inh. Peter Scheunemann",2,10,4,3,0,0,3,0,1,2,0,2,1,0,538.3333333
IZOLA GROUP LTD,1,9,4,1,0,0,0,1,0,1,0,0,0,1,200
PAPASTAVROU KONSTANTINOS STAVROS,1,7,4,2,0,0,1,1,1,1,0,0,2,0,820.5
TRS Premium Cars,1,7,4,0,1,0,0,1,1,0,0,0,0,1,587
Stunna B.V.,9,3,11,72,0,0,46,26,28,44,0,0,33,39,956.8194444
TERPOL Sebastian Terczyński,2,4,2,4,0,0,4,0,0,1,3,4,0,0,317.5
GRGENESIS A E,4,7,9,13,0,1,5,9,4,10,0,7,5,2,784.5
KellOneCar Kft,1,10,4,2,0,0,2,0,0,2,0,0,2,0,577.5
Twins Autotechniek,3,8,7,4,2,0,0,6,6,0,0,0,2,4,188.5
"krivocars, Arman Harutyunyan",3,5,4,7,0,0,7,0,0,7,0,7,0,0,414.8571429
Auto Center Dietrich GmbH,1,7,6,2,0,0,0,2,2,0,0,0,0,2,613.5
Cargentur GmbH,1,10,5,0,0,1,1,0,0,1,0,0,0,1,1386
"CarsMax, Inh, Maxim Mikerin",1,8,3,2,0,0,2,0,0,2,0,2,0,0,441.5
FISCALE EENHEID AUTOMOBIELBEDRIJF FLEMING B.V.,3,1,7,7,0,0,3,4,6,1,0,0,5,2,959.5714286
JAVIER POSE LOPEZ,2,10,6,0,1,2,2,1,2,1,0,0,0,3,-166.6666667
PEDRO FREIRE SL,1,8,4,0,1,0,1,0,0,1,0,0,0,1,792
SCHIMMER LAJOS,1,7,4,1,1,0,2,0,0,0,2,0,2,0,734
"Autoservice-Uhlig, Inh. Sebastian Uhlig",2,8,4,2,1,0,3,0,0,3,0,2,1,0,388.6666667
AUTOMOBILES OOD,1,6,2,1,0,0,1,0,0,0,1,1,0,0,426
SARL Auto Franklin,3,7,7,4,1,0,3,2,5,0,0,0,1,4,432.6
Auto Dincher GmbH,3,8,8,6,1,0,3,4,6,1,0,0,2,5,1209.571429
"Autovertrieb & Service, Inh. Michaela Krakowski",6,6,10,4,10,6,10,10,1,19,0,0,0,20,804.1
SARL GARAGE DES ORMEAUX,1,10,3,1,0,0,0,1,0,1,0,0,1,0,804
DP AUTOMOBILI d.o.o.,2,6,4,3,0,0,2,1,0,1,2,2,1,0,588.3333333
Classic Atelier GmbH,2,8,9,0,0,4,1,3,4,0,0,0,0,4,-1412.75
ID Line,1,9,2,1,0,0,1,0,1,0,0,1,0,0,659
SPRL Chehab Autos,3,9,5,6,1,0,6,1,3,4,0,5,1,1,-995.2857143
Fiscale Eenheid Forte Piano Beheer B.V. En Sam Van Dalen Automobielen B.V.,1,7,5,0,1,0,0,1,1,0,0,0,0,1,2615
Cars VM,6,3,7,29,0,0,29,0,15,14,0,28,1,0,462.9310345
JUAN FRANCISCO SEGURA MARTINEZ,1,10,4,1,0,0,0,1,0,1,0,0,0,1,1176
IDAYS AUTO,1,10,6,0,0,1,0,1,1,0,0,0,0,1,1343
JUNIOR JÁTÉK KERESKEDELMI KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,7,3,2,0,0,2,0,0,2,0,1,1,0,332
UNIAUTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,7,4,9,37,3,0,26,14,5,30,5,21,12,7,1013.275
Euro Car Fleet Korlátolt Felelősségű Társaság,2,7,2,2,1,0,3,0,0,0,3,3,0,0,407.3333333
SZÜCS ERNŐ PÉTER E.V.,3,1,3,6,0,0,6,0,1,5,0,6,0,0,93
CRS AUTO PROVIDER,1,3,3,2,0,0,2,0,0,1,1,2,0,0,878
"SIA ""TEAUTO""",5,7,8,8,8,0,13,3,0,4,12,6,7,3,853.0625
LLC WorldAuto,3,3,3,4,1,0,5,0,0,1,4,5,0,0,401.6
Autobedrijf Panjer,1,10,2,1,0,0,1,0,1,0,0,1,0,0,449
Gunnewiek-Helmers autobedrijf V.O.F.,5,3,9,18,0,0,12,6,14,4,0,3,10,5,839.3888889
Autohaus Riess GmbH,1,10,7,0,0,1,0,1,1,0,0,0,0,1,1469
Autohaus Josef Köhler GmbH,3,6,8,4,1,0,0,5,5,0,0,0,0,5,827.6
CAR EXPRESS PREMIUM KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,1,8,5,1,0,1,1,1,2,0,0,0,1,1,744
MANI GROUP SH.P.K,3,8,6,5,1,0,3,3,0,2,4,1,4,1,849.1666667
"ČAR, D.O.O., HRASTNIK",1,10,3,1,0,0,0,1,1,0,0,0,1,0,546
V.O.F. AUTOSERVICE VLAARDINGEN,3,8,9,8,0,0,0,8,8,0,0,0,0,8,1314.625
Jaroslav Matuška,2,9,3,2,1,0,3,0,0,3,0,3,0,0,456
"König Automobile, Inh. Roland König",3,3,3,6,0,0,6,0,1,5,0,6,0,0,416.5
"P96-Autosalon - Ardit Peshku	UG",2,10,5,2,1,0,3,0,0,3,0,0,2,1,1068.666667
PL-UA EXPORT SP. Z O.O.,1,8,3,0,1,0,1,0,0,0,1,0,1,0,391
"Müsse, Andreas",1,7,1,1,0,0,1,0,0,0,1,1,0,0,148
FMF Marcin Rokicki,2,1,4,4,0,0,4,0,0,3,1,3,1,0,587
MAJA SERVICE JACEK MAJEWSKI,1,9,2,0,1,0,1,0,0,1,0,1,0,0,273
"Autohandel Schulze, Inh. David Schulze",3,6,4,5,0,0,4,1,2,3,0,4,1,0,497.6
MK MOBILE KAROL GARBACZ,3,8,5,0,6,0,6,0,0,4,2,5,1,0,534
"Oerten Automobile, Inh. Erkan Örten",6,4,8,13,8,0,21,0,2,6,13,15,6,0,849.6190476
Autozentrum B&D GmbH,3,4,9,1,3,2,1,5,5,1,0,0,0,6,658.1666667
AUTO DELTA S.N.C. DI DEL GROSSO STEFANO E SCARAMELLA STEFANO,1,3,6,0,1,1,2,0,0,2,0,0,0,2,888
EXPERT INVEST S.R.L.,1,7,1,1,0,0,1,0,0,1,0,1,0,0,231
KING CARS S.R.L.S.,1,8,4,1,0,0,0,1,1,0,0,0,0,1,582
"Ias Automobile, Inh. Iasmin Malai Mare",5,4,6,17,1,1,19,0,1,14,4,18,1,0,526.8421053
RETRO TRANS Kft.,3,4,5,8,0,0,7,1,0,7,1,5,2,1,565.125
Automobil Centrum,1,9,3,1,0,0,1,0,0,1,0,0,1,0,284
"Yan Automobile, Inh. Yan Kulishyr",2,9,5,1,1,1,2,1,0,3,0,0,2,1,-974
C P W J SIMONS,3,8,5,6,0,0,6,0,2,3,1,4,2,0,923.5
FRESH ENGLISH SRL,1,9,4,2,0,0,2,0,0,1,1,1,0,1,578
Autohaus Schlichting GmbH,1,10,4,1,0,0,0,1,1,0,0,0,0,1,920
VALENTIN GARCIA RODRIGUEZ,1,10,2,1,0,0,1,0,0,1,0,1,0,0,585
Autocentrum Zachar s.r.o.,1,10,4,1,0,0,1,0,1,0,0,0,0,1,959
M. Fourteau Patrick ( carrosserie millenium ),3,10,8,5,2,0,3,4,6,1,0,0,0,7,1102.571429
David & Matheo,1,9,6,2,0,0,0,2,2,0,0,0,0,2,2006.5
KOLACZEK SP. Z O.O,1,10,6,0,2,0,0,2,2,0,0,0,0,2,262.5
GRANDE T SH.P.K.,1,10,5,2,0,0,0,2,0,1,1,0,1,1,442
PESTANA & AGUIAR LDA,3,10,7,1,6,0,6,1,0,7,0,0,5,2,811
ENDRITI PREMIUM CARS SH.P.K.,1,7,4,0,1,0,1,0,0,1,0,0,0,1,1854
DEFI AUTO 33,1,10,3,1,0,0,1,0,0,1,0,0,1,0,580
AUTO TREVISO SRLS,7,3,9,37,0,0,30,7,37,0,0,22,13,2,718.7567568
"Automobile Issler, Inh. Ralf Issler",1,9,6,0,0,1,0,1,1,0,0,0,0,1,4027
K&L,1,10,4,1,0,0,0,1,0,1,0,0,0,1,353
"FISCALE EENHEID AUTOBEDRIJF J. MEEUWISZ HOLDING B.V., AUTOBEDRIJF J. MEEUWISZ B.V.",8,3,11,44,1,0,2,43,36,9,0,0,12,33,355.8444444
TOLKACHOV SERHIY VOLODYMYROVYCH,2,3,3,3,0,0,3,0,0,2,1,3,0,0,461
SERGIO DANIEL PEREIRA SILVA,1,9,1,1,0,0,1,0,0,1,0,1,0,0,242
Dsa Pièces Auto,5,7,8,16,1,0,17,0,10,7,0,10,7,0,624.5882353
Andrzej Tutak AUTO-HANDEL,3,7,6,6,2,0,8,0,0,2,6,3,5,0,672.5
AUTO RACEK a.s.,2,7,5,4,0,0,3,1,0,3,1,2,1,1,389
Hanák Autó Kft,1,10,2,1,0,0,1,0,0,0,1,1,0,0,599
RAFAŁ WIESE - F. H. U.,3,3,4,6,1,0,7,0,0,7,0,6,1,0,381.2857143
Anxhelo Troka,1,10,1,1,0,0,1,0,0,0,1,1,0,0,617
Auto-Hartling GmbH,3,8,7,8,0,0,3,5,6,2,0,1,6,1,348.625
BVBA VAN HAVER,1,10,3,1,0,0,0,1,1,0,0,0,1,0,392
V.O.F. HET AUTOHUIS SPANKEREN,1,9,2,1,0,0,1,0,0,1,0,1,0,0,1106
"Schönfliesser Automarkt, Inh. Mario Cleschinsky",2,10,3,3,0,0,3,0,1,2,0,3,0,0,790
AUTO CENTRUM PRISHTINA SH.P.K.,1,6,3,0,1,0,1,0,0,0,1,0,1,0,664
Workcenter EU OÜ,1,2,2,1,0,0,1,0,0,1,0,1,0,0,625
"Tadevosyan, Spartak",1,10,2,1,0,0,1,0,0,1,0,1,0,0,453
GROUPE CARAVENUE - CARAVENUE STRASBOURG - STRASBOURG - PEUGEOT CITROEN,3,9,8,6,0,0,0,6,6,0,0,0,1,5,1034.666667
CALZELUNGHE MOTO E AUTO IMPORT EXPORT DI ROBERTO CALZELUNGHE,2,2,3,4,0,0,4,0,0,3,1,4,0,0,-289.75
Auto Unold GmbH,2,8,6,2,1,0,1,2,3,0,0,1,0,2,-43.66666667
PARS auto s.r.o.,3,7,6,5,0,1,5,1,0,3,3,5,0,1,635.5
THIJS VEENSTRA AUTO'S,8,3,9,47,0,0,44,3,9,37,1,44,3,0,531.1276596
CIOFFI ALBERTO,1,8,3,0,1,0,1,0,0,0,1,0,1,0,366
HSC Motor Kft,1,9,2,1,0,0,1,0,0,1,0,1,0,0,566
NASCETTI MASSIMO,1,3,4,0,0,1,1,0,1,0,0,0,0,1,1051
"ES Automobile, Inh. Ercan Süre",1,9,3,1,0,0,1,0,0,1,0,0,1,0,1010
FILIPE ALEXANDRE MARCHANTE DE OLIVEIRA FONSECA,1,7,2,1,0,0,1,0,1,0,0,1,0,0,526
MARGARITIS IOANN PAVLOS,1,9,3,2,0,0,2,0,1,1,0,1,1,0,598
"PEDRO MIGUEL NOVO DA COSTA, UNIPESSOAL LDA",1,10,4,1,1,0,1,1,0,2,0,1,0,1,1290
AUTO ANTOLKOVIĆ D.O.O.,1,9,3,0,1,0,0,1,0,1,0,0,1,0,-477
S.S Cars,5,6,6,14,1,0,15,0,3,12,0,15,0,0,133.2666667
Freiwald/Schaub GmbH & Co. KG,1,8,4,1,0,0,0,1,1,0,0,0,0,1,1004
ALDO DAL MASO & C. S.N.C.,1,10,5,2,0,0,1,1,2,0,0,0,1,1,961.5
"MZ Automobile, Inh. Ibrahim El Akhras",1,7,4,1,0,0,0,1,1,0,0,0,0,1,1032
"PRZEDSIĘBIORSTWO USŁUGOWO HANDLOWE ""DROZD"" WIESŁAW DROZD",2,4,2,3,0,0,3,0,0,0,3,3,0,0,10
AUTOBEDRIJF VAN DER WERFF,3,9,7,5,0,0,1,4,3,2,0,0,2,3,589
Handelsonderneming DDL,3,3,9,3,1,1,0,5,5,0,0,0,0,5,1241.6
BMCARS SERVICES,8,5,10,42,7,1,43,7,42,8,0,8,32,10,745.12
"XL Autohandel, Inh. Hülya Cucun",3,2,3,7,0,0,7,0,0,7,0,7,0,0,169.8571429
Lehndorf Automobile e.K.,3,8,8,8,0,0,0,8,8,0,0,0,2,6,1006.5
BLAZHIEVSKY VIKTOR MYKHAYLOVYCH,1,7,3,1,1,0,2,0,0,2,0,1,1,0,462.5
"Jargstorf-Automobile, Inh. Roland Scholz",5,3,8,12,3,0,14,1,6,9,0,8,6,1,328.4
Westfalicars Kiselev und Yashkov GbR,1,10,2,0,1,0,1,0,0,0,1,1,0,0,470
Robert Bartfay E.V.,1,10,2,0,0,1,1,0,0,0,1,1,0,0,-342
DB NEGOCE,1,6,5,0,1,0,0,1,1,0,0,0,0,1,1328
"Autoservice-Kippes, Inh. Eduard Kippes",3,8,7,6,0,0,2,4,2,4,0,2,2,2,398.1666667
Autohandel Stanisław Hejnoł,1,5,2,0,1,1,2,0,0,0,2,2,0,0,87.5
KRYVUNETS OLEKSANDR VASYLOVYCH,2,7,3,3,0,0,3,0,1,2,0,3,0,0,201
Auto Studer AG,1,10,7,1,0,1,0,2,2,0,0,0,0,2,532
AFOI IOANNIDI  ANONIMI EMPORIKI ETAIRIA AYTOKINITON,6,7,9,18,2,0,11,9,4,14,2,8,7,5,412.7
SARL GT-CARS,5,7,10,2,10,7,17,2,6,13,0,0,1,18,1156.263158
Honda Lorenz GmbH & Co. KG,2,7,6,3,1,0,1,3,4,0,0,0,1,3,1136.5
TAMPA BG EOOD,1,6,6,2,0,0,0,2,2,0,0,0,0,2,1009.5
"American Auto Services, Inh. John Sweeney",1,7,2,1,1,0,2,0,1,0,1,2,0,0,313
KS AUTO,1,10,4,1,0,0,0,1,0,1,0,0,0,1,534
"LXMOTORS, Inh. Alexandros Alexiou",2,1,5,1,3,0,4,0,1,2,1,1,2,1,814.75
BESTAUTO 62,6,7,10,21,6,2,27,2,17,12,0,4,15,10,774.7586207
Handelsagentur Schütze UG,1,8,5,0,1,0,0,1,1,0,0,0,0,1,1222
M5 AUTÓPARK KERESKEDELMI KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,8,4,2,1,0,3,0,0,2,1,3,0,0,855.6666667
SELECT MOTORS DI KIRILOV KRISTIYAN,1,10,4,1,1,0,2,0,0,1,1,0,2,0,1276.5
POMORSKA GRUPA INSTALACYJNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,6,5,0,1,0,0,1,0,1,0,0,0,1,200
AUTOHOUSE TRANSPARENT SRL,3,7,5,3,3,0,6,0,0,3,3,1,5,0,712.6666667
AUTOMARION SOLUTIONS S.R.L.,1,9,4,0,1,0,0,1,0,1,0,0,0,1,1432
DEVIS GROUP DI AGOSTO MARINA,1,7,2,2,0,0,2,0,0,2,0,2,0,0,191.5
KULTO - SOCIETA' A RESPONSABILITA' LIMITATA,3,6,7,4,2,0,3,3,4,2,0,0,3,3,638.6666667
Eddy Automobile,2,8,5,4,0,0,2,2,2,2,0,2,2,0,603
"Autohandel Ahmad Jrade, Inh. Ahmad Jrade",3,6,4,3,2,0,5,0,2,3,0,5,0,0,475.8
"AF Automobile, Inh. Eyyub Alakbarov",3,8,6,1,6,0,7,0,0,1,6,4,3,0,639.8571429
Kbizs,1,9,2,1,0,0,1,0,0,1,0,1,0,0,329
AUTO PREMIUM,4,5,5,13,0,0,13,0,0,13,0,13,0,0,396.4615385
SIGMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,3,3,7,3,5,0,7,1,2,3,3,1,4,3,769.875
Autohaus Krause GmbH,4,5,9,10,1,0,2,9,11,0,0,0,5,6,1216
easylimitcars GmbH,6,7,8,25,0,0,22,3,8,16,1,21,2,2,327.56
DB PARMA MOTORS S.R.L. UNIPERSONALE,1,9,3,1,0,0,1,0,0,1,0,0,1,0,1579
SCOTTCAR LEASING SRL,2,10,7,0,3,0,0,3,0,3,0,0,0,3,1119.333333
AUTO CENTAR BROD D.O.O.,6,6,9,21,1,0,15,7,2,19,1,13,7,2,488.5909091
Guilb'Auto,1,9,3,0,1,0,1,0,0,1,0,0,1,0,408
NEPOTI AUTOMOBILI S.R.L.S.,1,7,3,0,0,1,1,0,0,1,0,0,1,0,96
RÉ+RÉ Autóudvar Kft.,2,8,5,1,2,0,2,1,0,1,2,2,0,1,859.6666667
LOUBET AUTOMOBILES,3,6,9,0,3,2,0,5,5,0,0,0,0,5,90.4
SARL NORD VEHICULES OCCASIONS,1,8,3,1,0,0,0,1,1,0,0,0,1,0,822
"M&K Vertrieb, Inh. Matthias Witzke",2,8,3,4,0,0,4,0,3,1,0,4,0,0,369.5
BLUE LAND SYSTEMS SRL,1,7,3,0,2,0,2,0,0,2,0,2,0,0,-687.5
DOLEOPA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1,10,2,1,1,0,2,0,0,1,1,2,0,0,-66.5
TD CARS,3,3,9,8,0,1,5,4,2,7,0,0,4,5,1312.111111
"Automobile-Sutter, Inh. Reinhard Sutter",4,7,9,11,0,0,0,11,10,1,0,1,3,7,227.8181818
Veldman Roden,2,1,7,0,3,1,4,0,4,0,0,0,0,4,1068.75
"Lehmann Autohandel, Inh. Dennis Lehmann",1,6,4,0,1,0,1,0,0,0,1,0,0,1,-5857
AGREDA CARS 1983 SL,1,9,5,2,0,0,1,1,1,1,0,0,1,1,-1031.5
"Auto Plus, Inh. Kristijan Derek",7,3,9,31,8,0,35,4,0,16,23,14,20,5,864.5897436
INCARS TOP LOGISTIC S.R.L.,3,7,6,5,1,0,4,2,0,4,2,0,6,0,190.6666667
VASCONI TRAVEL EOOD,1,9,6,1,0,1,0,2,1,1,0,0,1,1,934
TT COMPANY BV,3,1,9,2,2,2,1,5,6,0,0,1,0,5,1425.5
Van Doesburg Automotive,1,6,5,2,0,0,1,1,2,0,0,0,0,2,915
FIRMA HANDLOWO USŁUGOWA ALFART Mirosław Tomporowski,1,10,4,1,1,0,1,1,0,2,0,0,1,1,913.5
SG AUTOMOBILES,4,4,9,5,5,4,13,1,9,4,1,3,5,6,30.35714286
HANS & SMITH AUTO KFT.,5,3,4,15,2,0,16,1,0,15,2,17,0,0,219.3529412
KIPE CAR Korlátolt Felelősségű Társaság,2,7,4,2,2,0,4,0,0,0,4,4,0,0,573.5
ACICAR,8,1,8,45,1,0,46,0,28,18,0,46,0,0,468.3043478
JOSE GERMAN MARTINEZ ABELLAN,2,8,5,4,0,0,2,2,0,3,1,1,1,2,965.25
Tmi M.Vatanen,1,9,2,1,0,0,1,0,0,0,1,1,0,0,243
VICTOR MANUEL MOLINA CASTILLA,1,5,4,0,1,0,1,0,1,0,0,0,0,1,311
"BB Moto's, Patrick Bruin",1,3,3,1,0,0,1,0,1,0,0,0,1,0,721
KAMPOURAKIS CHRYSOVALANTIS DIMITRIOS,2,6,4,4,0,0,4,0,0,2,2,3,1,0,472.5
Autohaus Koerner GmbH,1,9,7,0,1,1,0,2,1,1,0,0,0,2,1356
PROEZA AUTONOMA UNIPESSOAL LDA,1,10,4,2,0,0,0,2,0,2,0,0,2,0,75.5
Lady Invest s.r.l.,1,3,3,1,0,0,1,0,1,0,0,0,1,0,600
Autohaus Hübner e.K.,1,10,4,1,0,0,0,1,1,0,0,0,0,1,200
PRZEDSIĘBIORSTWO HANDLOWO-USŁGOWE GTI'S IZABELA SZOJDA,3,7,7,3,2,0,4,1,1,3,1,0,4,1,-170
HAYBATCARS AUTOHAUS S.R.L.,1,9,5,0,0,1,0,1,0,1,0,0,0,1,557
Thomas Autotechniek BV,1,1,4,1,0,0,0,1,1,0,0,0,0,1,1078
Auto-Kehä Oy,3,7,10,0,2,4,0,6,6,0,0,0,0,6,1215.333333
CCB Auto's,1,8,3,2,0,0,2,0,0,2,0,2,0,0,549.5
"Nedkov Cars, Steliyan Nedkov",3,9,4,9,0,0,9,0,4,4,1,9,0,0,225.2222222
CS Motors,2,10,7,1,3,0,2,2,4,0,0,0,1,3,739.5
ASL Auto-Service Lichtblau GmbH,2,7,7,1,1,1,0,3,3,0,0,0,1,2,924
VM PRESTIGE,8,1,9,33,10,6,49,0,0,43,6,40,7,2,566.3877551
"Top Cars Cronenberg, Inh. Spiros Valasiadis",8,1,10,44,11,2,45,12,43,14,0,18,20,19,932.6842105
"Kfz-Service Kahraman, Inh. Gökhan Kahraman",3,7,7,4,2,0,5,1,3,3,0,1,4,1,266.8333333
DUVIN s.r.o.,2,3,7,2,1,1,3,1,0,4,0,0,0,4,867.75
BRONCKART BVBA,4,6,7,11,0,0,4,7,5,6,0,3,6,2,657.6363636
van Lier Automotive,1,10,3,1,0,0,1,0,1,0,0,0,1,0,1144
FERNANDO PINTO SA DE MIRANDA,1,10,2,1,0,0,1,0,0,1,0,1,0,0,328
Sikorsky Vasily Mikhailovich,1,10,1,1,0,0,1,0,0,0,1,1,0,0,240
EURL ELLIPSE AUTO,3,8,7,5,1,0,2,4,4,2,0,1,2,3,620.8333333
Łukasz Arabas NEXT-CAR,1,10,3,1,0,0,0,1,0,1,0,0,1,0,-990
FJ-CAR SL,1,9,3,1,0,0,1,0,0,1,0,0,1,0,544
D.11.L Dominik Lewandowski,1,7,2,1,0,0,1,0,0,0,1,1,0,0,508
"Autosity, s.r.o.",5,7,9,11,6,1,18,0,0,7,11,2,14,2,617.1666667
Bogdán Istvánné E.V.,1,10,2,1,0,0,1,0,0,0,1,1,0,0,361
PAWEŁ KAROŃ RENT-CAR,3,1,6,5,3,0,7,1,0,4,4,4,2,2,728.75
JUAN ANTONIO RAMAL GARCIA DE ALARCON,1,7,3,0,1,0,1,0,0,0,1,0,1,0,1192
Auto-Center-Havelhausen GbR,2,6,4,2,1,0,3,0,0,2,1,2,1,0,498
Van der Boon Auto's Alphen B.V.,6,4,10,23,0,0,3,20,22,1,0,1,6,16,984.826087
"Ledion Automobile, Inh. Deli Krasniqi",1,10,5,2,0,0,1,1,0,2,0,0,0,2,939.5
VILORA SRL,1,10,2,2,0,0,2,0,0,1,1,2,0,0,449.5
Autohaus Hochstuhl GmbH,2,8,2,4,0,0,4,0,2,2,0,4,0,0,274
WYDAWNICTWO CM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,6,1,2,0,0,2,0,0,2,0,2,0,0,201
MR Skoda Automobile,1,10,3,1,0,0,0,1,1,0,0,0,1,0,447
FUNK KOMERS OOD,1,9,2,0,1,0,1,0,0,0,1,1,0,0,246
SASU MIL AUTO,3,6,8,3,4,0,6,1,2,5,0,1,4,2,-849.2857143
Auto Bukovský s.r.o.,1,9,1,0,1,0,1,0,0,1,0,1,0,0,251
Auto Trejd Servis DOOEL uvoz-izvoz Skopje,1,6,2,1,0,0,1,0,0,0,1,1,0,0,463
Autopark Osterholz-Scharmbeck GmbH,6,1,10,4,13,3,13,7,16,4,0,2,0,18,1333.65
Autohaus Jauch GmbH,3,7,6,7,1,0,7,1,5,3,0,2,5,1,510.75
ROMAN KAPUSTA KARO-MOTORS,1,8,2,1,0,0,1,0,0,1,0,1,0,0,333
PSL AUTOMOTIVE,1,9,4,0,1,0,1,0,1,0,0,0,0,1,1486
"Kfz Middel, Inh. Christian Middel",4,7,4,7,3,0,10,0,0,10,0,10,0,0,236.7
"GbR mit Emre Yaylaoglu, Ozan Yildiz",1,10,2,2,0,0,2,0,0,2,0,2,0,0,417.5
SGS Bartosz Sienkiewicz,1,8,2,0,1,0,1,0,0,0,1,1,0,0,-1313
Ernst+König GmbH,4,8,10,10,3,0,0,13,13,0,0,0,0,13,819
ITALMOTOR TORINO S.R.L. SIGLABILE ITALMOTOR S.R.L.,2,8,5,2,1,1,3,1,2,1,1,2,0,2,1358.25
JAGPOINT s.r.o.,1,9,3,2,0,0,2,0,0,1,1,2,0,0,859
UAB Autoaljansas,1,9,2,1,0,0,1,0,0,0,1,1,0,0,240
AUTO SERWIS DAMIAN BRYŚKIEWICZ,2,2,4,2,2,0,4,0,0,2,2,3,1,0,507.25
Farcars,1,10,1,1,0,0,1,0,0,1,0,1,0,0,69
DOBRA AUTOMOBILES,2,7,2,3,0,0,3,0,1,2,0,3,0,0,266.6666667
"AUTOPC Anna Pyrkosz, Paweł Pyrkosz",1,10,3,0,1,0,1,0,1,0,0,0,1,0,-1096
RS AutoMoto s.r.o.,1,8,5,2,0,0,0,2,0,2,0,0,0,2,747
Slavicar s.r.o.,2,9,5,4,0,0,4,0,1,3,0,0,4,0,656.5
D.Cars AB,1,10,8,0,0,1,0,1,1,0,0,0,0,1,2456
TREFLE AUTO,5,9,4,17,0,0,17,0,4,12,1,17,0,0,307.8823529
Autó Némó Hungária Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,6,2,2,0,0,2,0,1,1,0,2,0,0,-120.5
SILVINO OLIVEIRA UNIPESSOAL LDA,1,7,4,1,0,0,0,1,0,1,0,0,0,1,636
SAS EDEN VDL,3,8,5,5,1,0,6,0,4,2,0,3,3,0,627.6666667
LJK Group SIA,1,7,2,0,1,0,1,0,0,0,1,1,0,0,550
KFZ Hausegger GmbH,1,9,1,1,0,0,1,0,0,1,0,1,0,0,37
Marek Henc,1,7,5,0,2,0,0,2,0,1,1,0,0,2,1533.5
Vakgarage J.W.S. B.V,2,10,5,3,0,0,2,1,2,1,0,1,1,1,693.3333333
CHBK-CAR HUNGARY Kereskedelmi Korlátolt Felelősségű Társaság,3,6,4,7,0,0,7,0,0,7,0,7,0,0,361.8571429
